Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,V18,OWS,DWS,WS,WS/48,V23,OBPM,DBPM,BPM,VORP,URL,Team,Season
8,Don Buse,22,77,1484,11.7,0.506,0.067,0.303,6.1,6.8,6.5,19,NA,NA,13.9,12,NA,0.5,2.1,2.6,0.084,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/INA/1973.html,INA,1972-1973
9,Gus Johnson,34,50,753,12,0.471,0.07,0.14,10.7,18.9,14.9,11.3,NA,NA,18.1,19.4,NA,-0.3,1.3,1,0.066,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/INA/1973.html,INA,1972-1973
10,Bill Newton,22,24,117,12.5,0.454,0.036,0.321,17,19.7,18.4,11.1,NA,NA,13.5,23.8,NA,-0.1,0.2,0.1,0.046,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/INA/1973.html,INA,1972-1973
11,Bob Arnzen,25,23,111,16.1,0.554,0.079,0.211,9.4,9.6,9.5,3.8,NA,NA,0,14.1,NA,0.2,0.1,0.3,0.121,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/INA/1973.html,INA,1972-1973
12,George Peeples,29,9,56,1.1,0.372,0,0.786,5.1,19,12.3,8.6,NA,NA,24.2,16.7,NA,-0.1,0.1,0,-0.03,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/INA/1973.html,INA,1972-1973
13,Craig Raymond,27,6,33,-1.5,0.282,0,0.25,8.6,18.8,13.9,3.6,NA,NA,25.3,13.5,NA,-0.1,0,-0.1,-0.077,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/INA/1973.html,INA,1972-1973
1,George McGinnis,23,80,3266,21.5,0.518,0.02,0.424,12.3,22.1,17.3,13,2.3,0.6,16.4,28.6,NA,4,6,10.1,0.148,NA,2.3,0.2,2.5,3.7,https://www.basketball-reference.com/teams/INA/1974.html,INA,1973-1974
2,Mel Daniels,29,78,2539,15.8,0.483,0,0.257,9.4,24.1,16.8,7.1,1,1.9,14.7,22.4,NA,1,4.4,5.4,0.102,NA,-1.1,-0.2,-1.3,0.4,https://www.basketball-reference.com/teams/INA/1974.html,INA,1973-1974
3,Roger Brown,31,82,2527,13.5,0.528,0.187,0.241,4.2,10.3,7.3,12.7,1,1.2,12,16.1,NA,3.9,2.5,6.5,0.123,NA,0.4,0.5,0.9,1.8,https://www.basketball-reference.com/teams/INA/1974.html,INA,1973-1974
4,Darnell Hillman,24,83,2319,13.3,0.511,0.012,0.29,8.2,19.2,13.8,5.7,1.4,4,19.3,15.5,NA,0.2,4.1,4.4,0.091,NA,-2.2,1.9,-0.4,1,https://www.basketball-reference.com/teams/INA/1974.html,INA,1973-1974
5,Freddie Lewis,30,78,2164,11.8,0.47,0.099,0.301,3.7,5,4.4,20.2,2.1,0.3,17,17.9,NA,1,2,3,0.066,NA,-1.7,0.1,-1.6,0.2,https://www.basketball-reference.com/teams/INA/1974.html,INA,1973-1974
6,Don Buse,23,77,1877,12.9,0.463,0.251,0.164,4.3,8.4,6.4,17.6,3.6,0.6,14.1,11.1,NA,1.6,2.8,4.4,0.113,NA,-0.7,3.4,2.7,2.2,https://www.basketball-reference.com/teams/INA/1974.html,INA,1973-1974
7,Donnie Freeman,29,66,1735,15,0.503,0.002,0.265,5,4.1,4.6,14.6,1.3,0.7,12.4,24.1,NA,2.2,1.2,3.4,0.095,NA,0.2,-0.8,-0.6,0.6,https://www.basketball-reference.com/teams/INA/1974.html,INA,1973-1974
8,Bill Keller,26,75,1428,15.4,0.534,0.213,0.2,2.9,5.5,4.2,17.8,1.2,0.1,13,21,NA,2.6,1,3.6,0.12,NA,1.5,-0.9,0.6,0.9,https://www.basketball-reference.com/teams/INA/1974.html,INA,1973-1974
9,Bob Netolicky,31,56,1157,15.2,0.506,0.013,0.265,10.7,13.1,11.9,6.3,0.8,1,11.3,19.1,NA,1.6,1.2,2.8,0.116,NA,0.6,-0.9,-0.4,0.5,https://www.basketball-reference.com/teams/INA/1974.html,INA,1973-1974
10,Kevin Joyce,22,56,987,10.8,0.441,0.063,0.181,3.2,5.6,4.4,18.6,1.5,0.4,14.6,21.6,NA,-0.2,0.8,0.6,0.028,NA,-2.3,-0.8,-3.1,-0.3,https://www.basketball-reference.com/teams/INA/1974.html,INA,1973-1974
11,Bob Arnzen,26,20,149,11.2,0.539,0.021,0.188,6.4,6.3,6.3,2.8,0.9,0.7,13.3,15.7,NA,0.2,0.1,0.3,0.083,NA,-2,-0.5,-2.4,0,https://www.basketball-reference.com/teams/INA/1974.html,INA,1973-1974
12,Johnny Baum,27,13,113,10.9,0.477,0,0.111,10.1,10.7,10.4,2.5,2.5,0.9,13.7,15.1,NA,0,0.2,0.2,0.081,NA,-3.1,0.4,-2.7,0,https://www.basketball-reference.com/teams/INA/1974.html,INA,1973-1974
13,Bill Newton,23,11,73,4.9,0.472,0,0.133,1.3,21.7,11.6,8.8,1.3,0,30.6,12.2,NA,-0.1,0.1,0,0.001,NA,-4.8,0.4,-4.4,-0.1,https://www.basketball-reference.com/teams/INA/1974.html,INA,1973-1974
14,Larry Cannon,26,3,26,4,0.421,0,0.429,3.7,7.2,5.4,15.3,0,0,26.5,17,NA,-0.1,0,0,-0.075,NA,-4.3,-0.4,-4.6,0,https://www.basketball-reference.com/teams/INA/1974.html,INA,1973-1974
1,George McGinnis,24,79,3193,25.1,0.519,0.09,0.389,11.4,23.1,16.9,22.6,2.9,0.9,15.7,31.7,NA,6.6,5,11.6,0.174,NA,5.5,0.8,6.4,6.7,https://www.basketball-reference.com/teams/INA/1975.html,INA,1974-1975
2,Kevin Joyce,23,81,2828,11.2,0.457,0.034,0.145,1.9,3.7,2.8,14.7,1.7,0.4,10.2,19.6,NA,1.8,1.2,3,0.05,NA,-2.2,-1,-3.2,-0.9,https://www.basketball-reference.com/teams/INA/1975.html,INA,1974-1975
3,Darnell Hillman,25,81,2603,15.8,0.555,0.004,0.219,10.4,17.5,13.8,6.5,1.3,2.7,17.1,17.6,NA,3.4,2.8,6.2,0.114,NA,-0.5,-0.1,-0.6,0.9,https://www.basketball-reference.com/teams/INA/1975.html,INA,1974-1975
4,Billy Knight,22,80,2559,18.5,0.571,0.015,0.238,10.2,13.7,11.9,8.9,2.1,0.6,16.4,21.1,NA,4.7,2.4,7.1,0.133,NA,2.1,-0.7,1.4,2.2,https://www.basketball-reference.com/teams/INA/1975.html,INA,1974-1975
5,Don Buse,24,80,2369,11.7,0.491,0.246,0.118,3.3,8,5.5,16.3,3.2,0.3,15.3,9.9,NA,2.4,2.2,4.6,0.094,NA,-1.1,2.1,0.9,1.8,https://www.basketball-reference.com/teams/INA/1975.html,INA,1974-1975
6,Bill Keller,27,79,1918,15.3,0.512,0.264,0.141,4.3,6.4,5.3,14.1,1.4,0.1,10.2,21,NA,3.6,0.8,4.4,0.109,NA,1.7,-1.5,0.2,1.1,https://www.basketball-reference.com/teams/INA/1975.html,INA,1974-1975
7,Len Elmore,22,77,1414,12.4,0.451,0.002,0.178,9.6,17.6,13.4,3.1,2.2,3.4,12.8,17.2,NA,0.2,1.9,2.2,0.074,NA,-3.4,0.3,-3.1,-0.4,https://www.basketball-reference.com/teams/INA/1975.html,INA,1974-1975
8,Charles Edge,24,77,1142,15.4,0.519,0.008,0.295,13.2,15.6,14.3,4.3,2.1,1.6,15.8,17.1,NA,1.1,1.3,2.4,0.099,NA,0.1,-0.6,-0.6,0.4,https://www.basketball-reference.com/teams/INA/1975.html,INA,1974-1975
9,Bob Netolicky,32,59,1077,12.9,0.529,0.032,0.261,8.3,12.5,10.3,5.8,0.4,0.9,11.6,16.5,NA,1.6,0.5,2.1,0.093,NA,-0.5,-1.7,-2.2,-0.1,https://www.basketball-reference.com/teams/INA/1975.html,INA,1974-1975
10,Johnny Neumann,23,48,835,12,0.488,0.193,0.177,3.7,5.3,4.5,19.3,1.2,0.6,15.4,21.7,NA,0.6,0.3,0.9,0.054,NA,-1.1,-1.6,-2.7,-0.2,https://www.basketball-reference.com/teams/INA/1975.html,INA,1974-1975
11,Wayne Pack,24,21,189,7.3,0.467,0.283,0.2,3.4,6.9,5.1,8.2,1.4,0,16.6,15.6,NA,0,0.1,0.1,0.02,NA,-3.7,-0.7,-4.4,-0.1,https://www.basketball-reference.com/teams/INA/1975.html,INA,1974-1975
12,Roger Brown,32,10,133,9.8,0.482,0.261,0.087,8.3,8.4,8.3,12.1,2.4,0.4,22.7,17.5,NA,0,0.1,0.1,0.022,NA,-2.8,-0.2,-2.9,0,https://www.basketball-reference.com/teams/INA/1975.html,INA,1974-1975
1,Don Buse,25,84,3380,16.7,0.534,0.234,0.248,2.3,6.6,4.3,25.5,4.6,0.5,13.9,12.5,NA,6,4.6,10.6,0.15,NA,0.9,3.4,4.4,5.4,https://www.basketball-reference.com/teams/INA/1976.html,INA,1975-1976
2,Billy Knight,23,70,2775,21.1,0.551,0.01,0.32,9.1,14.3,11.6,14.6,1.5,0.4,14.3,27.9,NA,5.7,2.6,8.3,0.143,NA,3.8,-1,2.8,3.4,https://www.basketball-reference.com/teams/INA/1976.html,INA,1975-1976
3,Len Elmore,23,76,2591,14.3,0.433,0.003,0.173,8.1,21.4,14.4,6.4,2.3,3.5,12,20.9,NA,-1.1,4.4,3.4,0.062,NA,-2.4,0.9,-1.5,0.3,https://www.basketball-reference.com/teams/INA/1976.html,INA,1975-1976
4,Dave Robisch,26,76,2415,15,0.49,0.002,0.346,8.2,17.6,12.6,7.9,1.2,1,8.5,17.4,NA,3.6,2.5,6.1,0.122,NA,0.3,-0.5,-0.2,1.1,https://www.basketball-reference.com/teams/INA/1976.html,INA,1975-1976
5,Bill Keller,28,78,2311,13.6,0.507,0.345,0.181,3,6.1,4.5,17.9,1.1,0.1,11.9,19.9,NA,3,1,4.1,0.084,NA,1.1,-1.5,-0.4,1,https://www.basketball-reference.com/teams/INA/1976.html,INA,1975-1976
6,Darnell Hillman,26,74,2166,14.9,0.509,0.005,0.406,9.9,18.7,14,9.1,1.6,1.9,16.7,20.1,NA,1.4,2.8,4.2,0.094,NA,-1.2,0.1,-1.1,0.5,https://www.basketball-reference.com/teams/INA/1976.html,INA,1975-1976
7,Mike Flynn,22,67,1097,9.6,0.431,0.226,0.253,5,6.1,5.5,15.8,1.8,0.4,14.2,19.2,NA,-0.4,0.7,0.3,0.012,NA,-2.4,-0.8,-3.2,-0.3,https://www.basketball-reference.com/teams/INA/1976.html,INA,1975-1976
8,Bo Lamar,24,35,908,15.2,0.459,0.141,0.166,3.5,6.4,4.9,22.3,1.8,0.1,11.2,27.4,NA,0.3,0.6,0.8,0.043,NA,0.7,-1.6,-0.9,0.3,https://www.basketball-reference.com/teams/INA/1976.html,INA,1975-1976
9,Charles Jordan,22,71,855,9.7,0.456,0.027,0.193,9.5,13.7,11.5,8.5,1.7,0.8,17.2,21.2,NA,-0.6,0.9,0.3,0.014,NA,-4.6,-0.8,-5.4,-0.7,https://www.basketball-reference.com/teams/INA/1976.html,INA,1975-1976
10,Dan Roundfield,22,67,767,13.8,0.467,0.006,0.395,14.7,16,15.3,6.1,1.8,2.9,15,20.6,NA,0.3,1,1.3,0.08,NA,-3,-0.5,-3.4,-0.3,https://www.basketball-reference.com/teams/INA/1976.html,INA,1975-1976
11,Travis Grant,26,34,567,16.2,0.552,0,0.167,7.5,8.8,8.1,8.3,0.8,1.2,10.9,21.7,NA,1,0.3,1.3,0.112,NA,1,-1.2,-0.2,0.3,https://www.basketball-reference.com/teams/INA/1976.html,INA,1975-1976
12,Tom Owens,26,16,243,12.4,0.559,0,0.305,9.9,16.2,12.9,5,0.4,2.3,17,17.1,NA,0.3,0.2,0.5,0.099,NA,-3.1,-0.5,-3.5,-0.1,https://www.basketball-reference.com/teams/INA/1976.html,INA,1975-1976
13,Ed Manning,32,12,134,14.2,0.445,0,0.283,9.7,15.7,12.5,14.1,1.3,0.8,9.4,20.6,NA,0.1,0.1,0.2,0.087,NA,-1.8,-0.3,-2.1,0,https://www.basketball-reference.com/teams/INA/1976.html,INA,1975-1976
14,Nate Barnett,23,12,73,4.9,0.457,0.038,0.308,3.5,6.6,5,14.5,1.8,0.7,21.3,19.1,NA,-0.1,0.1,0,-0.031,NA,-5.5,0,-5.4,-0.1,https://www.basketball-reference.com/teams/INA/1976.html,INA,1975-1976
15,Bob Netolicky,33,4,53,7.1,0.426,0,0.143,11.4,9,10.3,0,0,1,18.3,19.1,NA,-0.1,0,0,-0.044,NA,-3.6,-1.2,-4.8,-0.1,https://www.basketball-reference.com/teams/INA/1976.html,INA,1975-1976
1,Darel Carrier,27,77,3192,16.5,0.503,0.152,0.31,NA,NA,4.8,8.9,NA,NA,11.5,23.5,NA,6,2.7,8.7,0.131,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1968.html,KEN,1967-1968
2,Louie Dampier,23,72,2961,16.7,0.469,0.096,0.172,NA,NA,4.9,14.4,NA,NA,9.3,22.4,NA,2.4,3,5.4,0.088,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1968.html,KEN,1967-1968
3,Goose Ligon,23,78,2801,20.1,0.524,0.004,0.632,NA,NA,14.4,7.8,NA,NA,13.5,18.8,NA,5.7,3.9,9.7,0.166,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1968.html,KEN,1967-1968
4,Randy Mahaffey,22,75,2325,15.3,0.486,0.002,0.47,NA,NA,12.8,8.5,NA,NA,17.5,20.9,NA,2.6,3.1,5.7,0.119,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1968.html,KEN,1967-1968
5,Bobby Rascoe,27,77,1606,15.4,0.506,0.009,0.442,NA,NA,7.7,9.7,NA,NA,11.3,17.9,NA,2.5,1.7,4.2,0.125,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1968.html,KEN,1967-1968
6,Jim Caldwell,25,58,1582,14.1,0.46,0.013,0.307,NA,NA,14.9,12.6,NA,NA,16.1,15.2,NA,0.6,2.5,3.2,0.096,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1968.html,KEN,1967-1968
7,Howard Bayne,25,69,1181,8.2,0.399,0.019,0.396,NA,NA,16.7,8.6,NA,NA,21.6,17.3,NA,-1.1,1.9,0.8,0.031,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1968.html,KEN,1967-1968
8,Cotton Nash,25,39,786,14.2,0.442,0.003,0.531,NA,NA,10.5,8.7,NA,NA,11.5,20.5,NA,0,1,0.9,0.057,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1968.html,KEN,1967-1968
9,Joe Roberts,31,37,564,6.7,0.408,0.021,0.342,NA,NA,10.7,3.5,NA,NA,15.2,13.3,NA,-0.4,0.6,0.2,0.019,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1968.html,KEN,1967-1968
10,Kendall Rhine,24,52,552,6.9,0.348,0.006,0.354,NA,NA,18.5,7.8,NA,NA,16.5,15,NA,-1,0.9,-0.1,-0.009,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1968.html,KEN,1967-1968
11,Bill Bradley,26,58,521,7.1,0.386,0.07,0.217,NA,NA,3.9,15.9,NA,NA,15,24.2,NA,-0.9,0.5,-0.4,-0.037,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1968.html,KEN,1967-1968
12,Stew Johnson,23,17,279,11.9,0.384,0.16,0.154,NA,NA,13.7,2.9,NA,NA,9.9,26.1,NA,-0.6,0.3,-0.3,-0.053,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1968.html,KEN,1967-1968
13,Tommy Woods,24,18,184,7.8,0.42,0.023,0.372,NA,NA,13,3,NA,NA,15.2,12.2,NA,-0.1,0.2,0.1,0.037,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1968.html,KEN,1967-1968
14,Rubin Russell,23,10,112,14.4,0.431,0.115,0.295,NA,NA,11.2,1.6,NA,NA,9.3,32.8,NA,-0.1,0.1,0,0.013,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1968.html,KEN,1967-1968
15,Orb Bowling,28,11,90,1.7,0.316,0,0.429,NA,NA,14,1.6,NA,NA,15.3,16.5,NA,-0.3,0.1,-0.2,-0.081,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1968.html,KEN,1967-1968
16,Smokey Gaines,27,3,36,4.8,0.296,0.063,0.125,NA,NA,12,0,NA,NA,0,17.8,NA,-0.2,0,-0.1,-0.153,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1968.html,KEN,1967-1968
17,Larry Conley,24,1,18,-11.4,0.25,0,0,NA,NA,0,0,NA,NA,42.9,14.7,NA,0,0,0,-0.111,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1968.html,KEN,1967-1968
18,George Sutor,24,1,5,-4.8,NA,NA,NA,NA,NA,8.7,0,NA,NA,NA,0,NA,0,0,0,0.039,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1968.html,KEN,1967-1968
1,Louie Dampier,24,78,3326,18.8,0.519,0.325,0.224,NA,NA,3.9,21.8,NA,NA,11.9,23.5,NA,5.8,3.7,9.5,0.138,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1969.html,KEN,1968-1969
2,Darel Carrier,28,73,2858,16.8,0.523,0.24,0.396,NA,NA,4.3,11.6,NA,NA,11.6,23.7,NA,5.3,2.5,7.8,0.131,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1969.html,KEN,1968-1969
3,Goose Ligon,24,75,2815,15.1,0.508,0.006,0.58,NA,NA,12.6,8.7,NA,NA,14.9,17.1,NA,2.7,3.8,6.5,0.112,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1969.html,KEN,1968-1969
4,Gene Moore,23,76,2026,18.8,0.495,0.002,0.315,NA,NA,17.5,7,NA,NA,13.2,22.1,NA,1.8,3.3,5,0.119,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1969.html,KEN,1968-1969
5,Sam Smith,25,62,1421,12,0.45,0.023,0.394,NA,NA,11.9,6.2,NA,NA,12,15.2,NA,-0.3,1.8,1.4,0.048,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1969.html,KEN,1968-1969
6,Bobby Rascoe,28,78,1247,11.6,0.485,0.031,0.35,NA,NA,5.2,12.3,NA,NA,14.5,19.1,NA,0.7,1.2,1.9,0.074,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1969.html,KEN,1968-1969
7,Jim Caldwell,26,65,1235,13.5,0.482,0.024,0.339,NA,NA,14.9,14.9,NA,NA,18.1,16,NA,0.5,2.1,2.6,0.102,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1969.html,KEN,1968-1969
8,Ollie Darden,24,47,1221,14.3,0.478,0.011,0.299,NA,NA,13.5,7.3,NA,NA,11.8,16.9,NA,0.4,1.7,2.1,0.083,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1969.html,KEN,1968-1969
9,Randy Mahaffey,23,31,759,7.3,0.46,0.004,0.402,NA,NA,10.5,6.5,NA,NA,24.1,19,NA,0,0.9,0.9,0.054,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1969.html,KEN,1968-1969
10,Manny Leaks,23,31,674,11.8,0.415,0,0.282,NA,NA,15.1,6.7,NA,NA,10.4,16.4,NA,-0.7,1,0.3,0.022,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1969.html,KEN,1968-1969
11,Wayne Chapman,23,48,458,7.2,0.415,0.064,0.356,NA,NA,7,11.9,NA,NA,14.3,22,NA,-0.6,0.5,-0.1,-0.008,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1969.html,KEN,1968-1969
12,Johnny Jones,25,29,449,12.1,0.416,0.014,0.333,NA,NA,11.3,11.4,NA,NA,13.8,23.4,NA,-0.6,0.6,0,-0.001,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1969.html,KEN,1968-1969
13,Elton McGriff,26,9,107,8.3,0.503,0,1,NA,NA,12.2,2.4,NA,NA,19.6,12.4,NA,0.1,0.1,0.2,0.084,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1969.html,KEN,1968-1969
14,Dan Anderson,25,8,94,3.9,0.392,0,0.364,NA,NA,11.6,8.3,NA,NA,23.9,13.2,NA,-0.1,0.1,0,0.015,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1969.html,KEN,1968-1969
15,Paul Long,24,9,82,-0.7,0.355,0,0.525,NA,NA,4.8,19.9,NA,NA,23.3,29,NA,-0.3,0.1,-0.2,-0.102,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1969.html,KEN,1968-1969
16,Reggie Lacefield,23,8,48,12.8,0.505,0.045,0.182,NA,NA,10,0,NA,NA,11.2,20.6,NA,0,0,0.1,0.095,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1969.html,KEN,1968-1969
17,Henry Akin,24,2,25,-1.3,0.376,0.5,0.75,NA,NA,7,5,NA,NA,42.9,13.8,NA,0,0,0,-0.002,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1969.html,KEN,1968-1969
18,Penny Early,25,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1969.html,KEN,1968-1969
1,Louie Dampier,25,82,3353,18.5,0.507,0.294,0.289,NA,NA,4.1,20.2,NA,NA,11.5,25.7,NA,4.7,3.8,8.5,0.122,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1970.html,KEN,1969-1970
2,Goose Ligon,25,84,3130,17.4,0.544,0.002,0.445,NA,NA,15.3,8.4,NA,NA,14.7,16.3,NA,4.9,5,9.9,0.152,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1970.html,KEN,1969-1970
3,Darel Carrier,29,77,2805,17,0.528,0.192,0.349,NA,NA,3.9,11.4,NA,NA,11.2,24.5,NA,5.5,2.5,8,0.137,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1970.html,KEN,1969-1970
4,Gene Moore,24,83,2613,17.4,0.482,0.003,0.224,NA,NA,16.8,11.2,NA,NA,16.6,25.4,NA,1.2,4.5,5.7,0.105,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1970.html,KEN,1969-1970
5,Sam Smith,26,81,2405,12.8,0.467,0.006,0.344,NA,NA,13.1,6,NA,NA,12.9,14.4,NA,0,3.3,3.3,0.066,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1970.html,KEN,1969-1970
6,Wayne Chapman,24,82,1519,9.5,0.446,0.057,0.312,NA,NA,7.3,12.9,NA,NA,15.3,21,NA,-0.8,1.8,1,0.032,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1970.html,KEN,1969-1970
7,George Tinsley,23,77,1419,11.6,0.512,0.02,0.535,NA,NA,9.9,7,NA,NA,16.1,15.1,NA,1.2,1.7,2.9,0.099,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1970.html,KEN,1969-1970
8,Bud Olsen,29,84,1375,11.5,0.474,0.012,0.221,NA,NA,11.9,23.6,NA,NA,23.8,12.5,NA,0.3,2.5,2.8,0.099,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1970.html,KEN,1969-1970
9,Ollie Darden,25,43,531,9,0.425,0.005,0.311,NA,NA,14,8.5,NA,NA,19.6,19.9,NA,-0.5,0.8,0.3,0.026,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1970.html,KEN,1969-1970
10,Tommy Kron,26,40,493,8.1,0.472,0.129,0.313,NA,NA,6.1,22.9,NA,NA,26.1,16.7,NA,0.1,0.7,0.8,0.08,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1970.html,KEN,1969-1970
11,Willie Murrell,28,35,438,8.6,0.453,0.059,0.237,NA,NA,14.1,3,NA,NA,16.1,12.9,NA,-0.1,0.6,0.5,0.054,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1970.html,KEN,1969-1970
12,Steve Chubin,25,15,139,5,0.484,0.029,0.971,NA,NA,4.1,15.1,NA,NA,28.1,17.6,NA,0.1,0.2,0.2,0.073,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1970.html,KEN,1969-1970
13,John Fairchild,26,7,52,3.1,0.463,0.294,0.471,NA,NA,6.7,5,NA,NA,25.4,19.2,NA,0,0,0,0.041,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1970.html,KEN,1969-1970
14,Bobby Rascoe,29,4,34,-0.1,0.291,0.048,0.333,NA,NA,5.2,3.8,NA,NA,7.7,27.8,NA,-0.2,0,-0.2,-0.281,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1970.html,KEN,1969-1970
15,Keith Swagerty,24,3,30,4.2,0.339,0.111,0.333,NA,NA,8.8,12.3,NA,NA,16.2,14.9,NA,-0.1,0,0,-0.046,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1970.html,KEN,1969-1970
16,Sammy Little,23,3,11,10.3,0.563,0.25,0.25,NA,NA,4,26,NA,NA,18.4,18,NA,0,0,0,0.168,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1970.html,KEN,1969-1970
17,Gene Williams,22,1,8,-22.7,0,0,0,NA,NA,0,0,NA,NA,66.7,13.6,NA,0,0,0,-0.133,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1970.html,KEN,1969-1970
18,Bobby Washington,22,2,5,-17.6,0,0,0,NA,NA,0,0,NA,NA,50,14.5,NA,0,0,0,-0.223,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1970.html,KEN,1969-1970
1,Dan Issel,22,83,3274,25,0.548,0.008,0.387,NA,NA,14.5,7.2,NA,NA,8.9,26.9,NA,8.1,2.6,10.7,0.157,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1971.html,KEN,1970-1971
2,Louie Dampier,26,84,3221,13.6,0.512,0.207,0.278,NA,NA,4,17.9,NA,NA,13.8,19.4,NA,3.1,2,5,0.075,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1971.html,KEN,1970-1971
3,Cincy Powell,28,81,2933,17.1,0.542,0.014,0.339,NA,NA,13.1,11.2,NA,NA,14.8,19.2,NA,4.6,2.4,7,0.114,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1971.html,KEN,1970-1971
4,Goose Ligon,26,84,2753,15.8,0.554,0.008,0.492,NA,NA,15.6,9.4,NA,NA,14.7,14.6,NA,3.8,2.5,6.3,0.11,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1971.html,KEN,1970-1971
5,Darel Carrier,30,84,2664,13,0.528,0.141,0.331,NA,NA,3.8,11.6,NA,NA,13.2,20,NA,3.6,1.3,4.9,0.088,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1971.html,KEN,1970-1971
6,Les Hunter,28,75,1415,14.3,0.509,0.081,0.355,NA,NA,14.4,8.4,NA,NA,16.2,21,NA,1.2,1.2,2.4,0.081,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/KEN/1971.html,KEN,1970-1971
