Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,V18,OWS,DWS,WS,WS/48,V23,OBPM,DBPM,BPM,VORP,URL,Team,Season
22,Art Heyman,28,1,4,-26.7,0,0,0,NA,NA,0,0,NA,NA,50,18,NA,0,0,0,-0.285,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/PTP/1970.html,PTP,1969-1970
1,Ira Harge,28,84,2991,13.1,0.506,0,0.326,NA,NA,17.3,8.6,NA,NA,21.2,15.3,NA,2.1,1.4,3.4,0.055,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/WSA/1970.html,WSA,1969-1970
2,Larry Brown,29,82,2766,12.1,0.537,0.046,0.514,NA,NA,3.9,26.9,NA,NA,25.4,18,NA,4.1,1,5.1,0.088,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/WSA/1970.html,WSA,1969-1970
3,Mike Barrett,26,84,2262,14,0.497,0.16,0.271,NA,NA,5.7,16.2,NA,NA,15,23.3,NA,2,0.7,2.7,0.056,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/WSA/1970.html,WSA,1969-1970
4,Fatty Taylor,23,83,1994,10.4,0.523,0.012,0.508,NA,NA,8.3,12.7,NA,NA,19.8,14.1,NA,1.9,0.7,2.6,0.062,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/WSA/1970.html,WSA,1969-1970
5,Rick Barry,25,52,1849,24.9,0.582,0.038,0.447,NA,NA,8.6,15.1,NA,NA,12.9,27.4,NA,7.2,0.6,7.8,0.204,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/WSA/1970.html,WSA,1969-1970
6,George Carter,26,67,1848,14.6,0.501,0.015,0.248,NA,NA,10.1,7.2,NA,NA,12.9,21.3,NA,1.6,0.6,2.2,0.057,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/WSA/1970.html,WSA,1969-1970
7,Frank Card,25,74,1820,15.3,0.556,0.008,0.429,NA,NA,11.6,7,NA,NA,15.8,18.4,NA,3.6,0.6,4.2,0.11,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/WSA/1970.html,WSA,1969-1970
8,Warren Jabali,23,40,1510,17,0.509,0.081,0.382,NA,NA,12.1,16.6,NA,NA,18.6,26,NA,2,0.6,2.6,0.082,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/WSA/1970.html,WSA,1969-1970
9,Gary Bradds,27,60,1239,18.5,0.554,0.008,0.431,NA,NA,11.9,6.4,NA,NA,14.4,24.3,NA,3.2,0.4,3.6,0.138,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/WSA/1970.html,WSA,1969-1970
10,Jim Eakins,23,82,1214,15.3,0.571,0,0.615,NA,NA,14.9,7.6,NA,NA,18.6,16.7,NA,2.5,0.5,2.9,0.116,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/WSA/1970.html,WSA,1969-1970
11,Henry Logan,23,32,659,10.3,0.479,0.011,0.472,NA,NA,5.9,11.9,NA,NA,16.2,20.9,NA,0.2,0.2,0.4,0.029,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/WSA/1970.html,WSA,1969-1970
12,Ron Taylor,22,3,37,-3.3,0.402,0,0.556,NA,NA,8.3,0,NA,NA,26.3,14.6,NA,0,0,0,-0.038,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/WSA/1970.html,WSA,1969-1970
13,George Tinsley,23,5,27,-0.1,0.4,0,0.571,NA,NA,6.5,0,NA,NA,25.5,15.5,NA,0,0,0,-0.044,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/WSA/1970.html,WSA,1969-1970
14,Hal Jeter,24,5,19,-15.2,0.25,0,0,NA,NA,2.3,0,NA,NA,42.9,13.1,NA,0,0,0,-0.106,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/WSA/1970.html,WSA,1969-1970
1,Art Becker,26,76,2689,20.4,0.523,0.01,0.301,NA,NA,11.5,5.8,NA,NA,10.1,21.4,NA,6.2,3.4,9.6,0.171,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1968.html,HSM,1967-1968
2,Leary Lentz,22,78,2504,12.9,0.442,0.004,0.262,NA,NA,11.3,5.2,NA,NA,9.3,15.7,NA,-0.2,3.1,2.9,0.056,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1968.html,HSM,1967-1968
3,Willie Somerset,25,61,2334,20.5,0.533,0.103,0.441,NA,NA,5.7,15.5,NA,NA,11.6,22.9,NA,6.6,2.8,9.4,0.193,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1968.html,HSM,1967-1968
4,Will Frazier,25,76,2125,15.8,0.456,0.002,0.432,NA,NA,13.6,7.5,NA,NA,12.4,21.1,NA,0.7,3.1,3.8,0.086,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1968.html,HSM,1967-1968
5,Joe Hamood,24,76,1839,10.1,0.403,0.095,0.308,NA,NA,5.1,18.4,NA,NA,11.9,21.8,NA,-2,2.4,0.3,0.009,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1968.html,HSM,1967-1968
6,Dewitt Menyard,23,71,1756,12,0.413,0,0.285,NA,NA,13.7,7.1,NA,NA,11.3,19,NA,-1.5,2.6,1.1,0.031,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1968.html,HSM,1967-1968
7,Hal Hale,22,72,1706,5.6,0.404,0.275,0.218,NA,NA,5.3,11.4,NA,NA,16.9,12,NA,-0.9,1.9,1,0.027,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1968.html,HSM,1967-1968
8,Jerry Pettway,23,76,1572,10.8,0.388,0.068,0.218,NA,NA,7.6,10.3,NA,NA,8.2,24.1,NA,-3,1.8,-1.2,-0.038,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1968.html,HSM,1967-1968
9,Guy Manning,23,59,1107,15.3,0.449,0.012,0.396,NA,NA,12.2,5.3,NA,NA,8.2,22,NA,0.1,1.4,1.5,0.066,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1968.html,HSM,1967-1968
10,Wayne Molis,24,41,489,19.3,0.466,0.014,0.269,NA,NA,14.2,11.6,NA,NA,8.8,20.2,NA,0.3,0.8,1.1,0.109,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1968.html,HSM,1967-1968
11,Bob Riedy,22,23,331,9.1,0.413,0,0.519,NA,NA,8.9,2.2,NA,NA,11.7,20.6,NA,-0.3,0.3,0,0.003,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1968.html,HSM,1967-1968
12,Roger Schurig,25,21,252,7.6,0.455,0.085,0.383,NA,NA,5,10.5,NA,NA,17.3,20,NA,0.1,0.3,0.3,0.064,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1968.html,HSM,1967-1968
13,Darrell Hardy,NA,17,172,19.3,0.498,0.014,0.473,NA,NA,14.2,7.3,NA,NA,11.8,22.4,NA,0.3,0.3,0.5,0.149,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1968.html,HSM,1967-1968
14,Gary Turner,25,2,21,10.1,0.904,0,1.5,NA,NA,6.2,0,NA,NA,37.6,9.6,NA,0.1,0,0.1,0.238,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1968.html,HSM,1967-1968
1,Keith Swagerty,23,77,2447,15.2,0.459,0.006,0.477,NA,NA,14.2,5.4,NA,NA,9.5,17.4,NA,-0.2,2.5,2.3,0.045,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
2,Art Becker,27,78,2429,14.2,0.526,0.003,0.27,NA,NA,10.4,6.3,NA,NA,13.6,17.1,NA,3.3,2.1,5.4,0.106,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
3,Stew Johnson,24,69,2279,19.4,0.481,0.128,0.172,NA,NA,10.4,10,NA,NA,9.9,26,NA,1.4,2.1,3.5,0.074,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
4,Kendall Rhine,25,73,2116,13,0.442,0.002,0.421,NA,NA,16.1,9.8,NA,NA,13.8,14.7,NA,-0.7,2.6,1.9,0.043,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
5,Willie Somerset,26,43,1793,16.5,0.495,0.088,0.449,NA,NA,4.7,14.8,NA,NA,10.7,23,NA,1.8,1.4,3.2,0.085,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
6,Don Carlos,24,56,1527,11.9,0.499,0.006,0.56,NA,NA,7.7,14.7,NA,NA,18.2,18.2,NA,1.3,1.4,2.7,0.086,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
7,Tony Jackson,26,60,1423,15.2,0.513,0.249,0.576,NA,NA,7.1,13.9,NA,NA,17.1,22.4,NA,2,1.3,3.3,0.11,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
8,Bob Verga,23,33,1133,21.4,0.522,0.072,0.43,NA,NA,5.4,20.5,NA,NA,13.2,28.6,NA,2.4,1,3.4,0.146,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
9,Dick Clark,25,32,723,3.8,0.394,0.036,0.559,NA,NA,5.2,12.5,NA,NA,20.9,17.4,NA,-0.9,0.6,-0.4,-0.024,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
10,Steve Kramer,24,23,701,13.3,0.483,0.004,0.416,NA,NA,5.1,23.4,NA,NA,17.2,20.7,NA,0.4,0.7,1.1,0.077,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
11,Leary Lentz,23,44,687,10.9,0.451,0.005,0.356,NA,NA,10.1,4.5,NA,NA,10.8,14.2,NA,-0.2,0.6,0.4,0.029,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
12,Tom Kondla,22,40,342,11.6,0.414,0.007,0.301,NA,NA,15.4,5.6,NA,NA,12.4,19.5,NA,-0.4,0.4,0,-0.006,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
13,Jerry Pettway,24,11,264,2.9,0.313,0.041,0.057,NA,NA,4.7,9.2,NA,NA,11.3,19.4,NA,-1,0.2,-0.8,-0.145,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
14,Hank Whitney,29,18,249,7.1,0.406,0.012,0.593,NA,NA,12.4,9.8,NA,NA,17.1,17.8,NA,-0.3,0.3,0,-0.004,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
15,Spider Bennett,25,13,170,7.7,0.487,0.189,0.5,NA,NA,8.2,13.3,NA,NA,25.6,25.7,NA,0.1,0.2,0.3,0.078,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
16,Guy Manning,24,14,167,6.1,0.337,0.021,0.389,NA,NA,10.7,1.8,NA,NA,9.7,26.6,NA,-0.7,0.1,-0.6,-0.173,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
17,Larry Bunce,23,11,156,8.6,0.483,0,0.613,NA,NA,12.8,1.7,NA,NA,18.6,11.2,NA,0,0.1,0.2,0.055,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
18,Levern Tart,26,6,138,11,0.488,0,0.46,NA,NA,4.9,13.6,NA,NA,20.1,24.8,NA,0.1,0.1,0.2,0.073,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
19,Tom Hoover,28,4,80,14.3,0.539,0,0.214,NA,NA,15.9,9.3,NA,NA,20.7,17.4,NA,0.1,0.1,0.2,0.131,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
20,Willie Porter,27,2,11,41.3,0.571,0,0.571,NA,NA,27,0,NA,NA,10.2,32,NA,0,0,0.1,0.285,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
21,Bill Gaines,22,1,5,7.6,0.5,0,0,NA,NA,8.5,0,NA,NA,33.3,21.7,NA,0,0,0,0.065,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
22,Rich Dumas,24,1,5,-19.4,0.2,0,0,NA,NA,8.5,0,NA,NA,16.7,43.3,NA,-0.1,0,-0.1,-0.628,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/HSM/1969.html,HSM,1968-1969
1,Trooper Washington,24,69,2625,16.9,0.528,0.007,0.377,NA,NA,14.7,9.5,NA,NA,16.3,15.8,NA,3.4,5,8.3,0.152,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MNP/1969.html,MNP,1968-1969
2,Art Heyman,27,71,2362,15.6,0.505,0.142,0.492,NA,NA,9.3,12.6,NA,NA,13.9,17.6,NA,2.4,3.8,6.1,0.125,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MNP/1969.html,MNP,1968-1969
3,Chico Vaughn,28,69,2301,11.7,0.467,0.447,0.281,NA,NA,3.2,6.7,NA,NA,10.2,22.6,NA,0.3,2,2.3,0.049,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MNP/1969.html,MNP,1968-1969
4,Charlie Williams,25,66,2282,11.1,0.434,0.163,0.22,NA,NA,4.8,10.7,NA,NA,12.5,25.3,NA,-2.1,2.6,0.6,0.012,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MNP/1969.html,MNP,1968-1969
5,Connie Hawkins,26,47,1852,29.7,0.584,0.023,0.571,NA,NA,12.8,16.3,NA,NA,11.3,26.2,NA,7.8,3.6,11.3,0.293,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MNP/1969.html,MNP,1968-1969
6,Frank Card,24,76,1596,12.2,0.459,0.009,0.454,NA,NA,11.7,6.9,NA,NA,14.6,16.8,NA,-0.1,2.5,2.4,0.072,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MNP/1969.html,MNP,1968-1969
7,Steve Vacendak,24,60,1589,12.4,0.46,0.011,0.3,NA,NA,5.9,15,NA,NA,14.6,21.2,NA,0,2.2,2.2,0.066,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MNP/1969.html,MNP,1968-1969
8,Mike Lewis,22,52,1160,15.2,0.472,0.005,0.414,NA,NA,17.3,9.2,NA,NA,15.7,17.3,NA,0.3,2.4,2.7,0.111,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MNP/1969.html,MNP,1968-1969
9,Arvesta Kelly,23,68,1066,6.6,0.423,0.247,0.242,NA,NA,6.5,7.8,NA,NA,15.9,18.6,NA,-0.9,1.3,0.3,0.015,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MNP/1969.html,MNP,1968-1969
10,George Sutor,25,64,886,11.4,0.39,0,0.287,NA,NA,17.4,4.2,NA,NA,11.8,20.3,NA,-1.7,1.7,0,-0.001,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MNP/1969.html,MNP,1968-1969
11,Dan Anderson,25,29,628,18,0.522,0,0.219,NA,NA,15.4,5.9,NA,NA,10.7,15.8,NA,0.8,1.1,1.9,0.145,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MNP/1969.html,MNP,1968-1969
12,Willie Porter,27,11,137,17.9,0.554,0,0.6,NA,NA,15.5,6.3,NA,NA,15,17.3,NA,0.3,0.3,0.5,0.182,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MNP/1969.html,MNP,1968-1969
13,Jim Jarvis,25,11,134,4.9,0.398,0.111,0.267,NA,NA,4.6,14.5,NA,NA,15.2,15.7,NA,-0.2,0.2,0,0.008,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MNP/1969.html,MNP,1968-1969
14,Leroy Wright,30,10,95,3.5,0.263,0,0.385,NA,NA,14,1.3,NA,NA,11.6,6.4,NA,-0.2,0.1,0,-0.007,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MNP/1969.html,MNP,1968-1969
15,Tom Hoover,28,9,83,13,0.482,0,0.808,NA,NA,16.6,9.9,NA,NA,18.5,18.5,NA,0,0.2,0.2,0.122,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MNP/1969.html,MNP,1968-1969
16,Steve Chubin,24,8,54,-1.2,0.381,0,0.286,NA,NA,9.9,29,NA,NA,37.2,24.7,NA,-0.1,0.1,0,0.033,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MNP/1969.html,MNP,1968-1969
17,Ken Wilburn,24,6,34,1.5,0.268,0,0.556,NA,NA,23.5,7.2,NA,NA,34.9,17.9,NA,-0.1,0.1,0,-0.037,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MNP/1969.html,MNP,1968-1969
18,Jim Kissane,22,2,15,5.9,0.436,0,0.333,NA,NA,8.9,0,NA,NA,12.7,18.6,NA,0,0,0,0.019,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MNP/1969.html,MNP,1968-1969
19,Tom Kondla,22,2,11,8.4,0.602,0,1.5,NA,NA,4,0,NA,NA,0,10.7,NA,0,0,0,0.138,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MNP/1969.html,MNP,1968-1969
20,Tony Jackson,26,1,10,-4,0,0,0,NA,NA,4.4,11.4,NA,NA,0,7.1,NA,0,0,0,-0.165,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MNP/1969.html,MNP,1968-1969
1,Jim Hadnot,28,77,3004,18.2,0.522,0.002,0.527,NA,NA,13.5,6.5,NA,NA,11.6,17.6,NA,5.4,0.8,6.2,0.099,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1968.html,OAK,1967-1968
2,Ron Franz,22,74,2080,11.8,0.452,0.107,0.316,NA,NA,9.8,9.1,NA,NA,14.4,21,NA,0.5,0.5,0.9,0.022,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1968.html,OAK,1967-1968
3,Steve Jones,25,76,1950,11.3,0.498,0.081,0.35,NA,NA,7.6,8,NA,NA,15,16.8,NA,2.3,0.4,2.7,0.066,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1968.html,OAK,1967-1968
4,Andy Anderson,22,77,1894,7.6,0.427,0.058,0.298,NA,NA,3.8,8.8,NA,NA,12.3,18.7,NA,-0.8,0.3,-0.5,-0.012,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1968.html,OAK,1967-1968
5,Levern Tart,25,42,1768,18,0.493,0.012,0.373,NA,NA,6.7,13.5,NA,NA,14.6,27.5,NA,3.1,0.4,3.5,0.094,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1968.html,OAK,1967-1968
6,Mel Peterson,29,77,1589,15.1,0.459,0.045,0.123,NA,NA,12.3,10.1,NA,NA,12.5,20.8,NA,0.6,0.4,1,0.031,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1968.html,OAK,1967-1968
7,Wes Bialosuknia,22,70,1224,12.9,0.484,0.128,0.232,NA,NA,3.2,7.1,NA,NA,9,20.5,NA,1.3,0.2,1.5,0.059,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1968.html,OAK,1967-1968
8,Willie Porter,26,43,1123,14,0.487,0,0.521,NA,NA,14.7,6.6,NA,NA,19.4,23.3,NA,1.3,0.3,1.6,0.07,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1968.html,OAK,1967-1968
9,Gary Bradds,25,49,1052,21,0.548,0.009,0.643,NA,NA,11.9,7.3,NA,NA,12.5,22.3,NA,3.2,0.3,3.4,0.157,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1968.html,OAK,1967-1968
10,Ira Harge,26,30,1047,15.1,0.452,0,0.335,NA,NA,18.5,8,NA,NA,15.4,16,NA,0.2,0.3,0.5,0.025,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1968.html,OAK,1967-1968
11,Barry Leibowitz,22,35,1014,9.2,0.45,0.069,0.401,NA,NA,2.5,21.5,NA,NA,19.4,19.8,NA,0.3,0.2,0.5,0.025,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1968.html,OAK,1967-1968
12,Dave Lee,25,54,753,17.9,0.551,0.022,0.507,NA,NA,10.6,3.9,NA,NA,11.1,18.3,NA,1.9,0.2,2.1,0.133,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1968.html,OAK,1967-1968
13,Al Salvadori,22,17,186,6,0.415,0.017,0.276,NA,NA,10.7,2.9,NA,NA,15.6,15,NA,-0.1,0,-0.1,-0.018,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1968.html,OAK,1967-1968
14,Gene Wiley,30,8,64,10.4,0.401,0,0.263,NA,NA,11.5,4.2,NA,NA,0,12,NA,-0.1,0,0,-0.028,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1968.html,OAK,1967-1968
15,Wayne Molis,24,5,46,11.1,0.474,0,0.308,NA,NA,9.4,8.7,NA,NA,16.9,14,NA,0,0,0,0.038,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1968.html,OAK,1967-1968
16,Mike Dabich,25,7,26,8.1,0.74,0,0.8,NA,NA,10,5.5,NA,NA,42.5,16.4,NA,0.1,0,0.1,0.211,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1968.html,OAK,1967-1968
1,Warren Jabali,22,71,2545,17.2,0.505,0.034,0.427,NA,NA,11.9,13.5,NA,NA,16.8,24.5,NA,3.2,2.6,5.8,0.109,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1969.html,OAK,1968-1969
2,Doug Moe,30,75,2528,16.8,0.5,0.011,0.362,NA,NA,10.7,8,NA,NA,11.3,21.7,NA,2.6,2.2,4.8,0.091,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1969.html,OAK,1968-1969
3,Larry Brown,28,77,2381,11.6,0.53,0.05,0.537,NA,NA,4.4,27.5,NA,NA,27.5,17.3,NA,3.3,2.5,5.8,0.116,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1969.html,OAK,1968-1969
4,Gary Bradds,26,75,2249,19.7,0.566,0.007,0.427,NA,NA,11.3,5.4,NA,NA,12.4,21.5,NA,6.1,1.9,8,0.171,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1969.html,OAK,1968-1969
5,Ira Harge,27,78,2095,10.8,0.496,0,0.346,NA,NA,17.2,5.5,NA,NA,25,14.5,NA,1.1,2.4,3.5,0.079,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1969.html,OAK,1968-1969
6,Henry Logan,22,76,1751,15,0.549,0.006,0.55,NA,NA,7.2,13.8,NA,NA,17.9,20.5,NA,3.7,1.5,5.2,0.142,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1969.html,OAK,1968-1969
7,Jim Eakins,22,78,1671,21,0.605,0.002,0.666,NA,NA,14.9,4.2,NA,NA,14.4,20,NA,5.7,1.7,7.4,0.212,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1969.html,OAK,1968-1969
8,Rick Barry,24,35,1361,29.6,0.615,0.013,0.592,NA,NA,10.7,14.9,NA,NA,12.7,27.8,NA,7.2,1.3,8.5,0.301,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1969.html,OAK,1968-1969
9,John Clawson,24,70,1067,7,0.497,0,0.175,NA,NA,8.1,5.8,NA,NA,18,13,NA,0.6,0.8,1.3,0.06,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1969.html,OAK,1968-1969
10,Mel Peterson,30,51,709,13.8,0.512,0.008,0.057,NA,NA,10.6,10,NA,NA,13.8,15.1,NA,0.7,0.7,1.3,0.088,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1969.html,OAK,1968-1969
11,Russ Critchfield,22,47,439,7.9,0.438,0.02,0.571,NA,NA,2.9,14.6,NA,NA,15.2,16.9,NA,-0.2,0.3,0.1,0.013,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1969.html,OAK,1968-1969
12,Andy Anderson,23,3,24,15.7,0.581,0,0.333,NA,NA,7.4,16.6,NA,NA,16.2,17.5,NA,0.1,0,0.1,0.165,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/OAK/1969.html,OAK,1968-1969
1,Steve Chubin,23,77,2441,17.9,0.522,0.009,0.605,NA,NA,7.7,22.5,NA,NA,18.8,24.4,NA,6,0.9,6.9,0.136,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/ANA/1968.html,ANA,1967-1968
2,Les Selvage,24,78,2432,10.6,0.469,0.442,0.266,NA,NA,3.9,14.7,NA,NA,14.3,20.2,NA,1.8,0.6,2.4,0.047,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/ANA/1968.html,ANA,1967-1968
3,Ben Warley,31,71,2297,18.2,0.534,0.169,0.395,NA,NA,11.6,6.4,NA,NA,12.2,20.7,NA,5.6,0.7,6.3,0.132,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/ANA/1968.html,ANA,1967-1968
4,Larry Bunce,22,71,2266,13.1,0.491,0.001,0.492,NA,NA,11.4,4.7,NA,NA,13.2,16,NA,2.2,0.7,2.9,0.061,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/ANA/1968.html,ANA,1967-1968
5,Warren Davis,24,54,1816,18.1,0.501,0.009,0.466,NA,NA,13.6,6.3,NA,NA,12.3,20.7,NA,2.8,0.6,3.4,0.09,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/ANA/1968.html,ANA,1967-1968
6,Bob Bedell,23,76,1492,17.7,0.483,0.005,0.258,NA,NA,14.8,8.5,NA,NA,11.9,22.5,NA,1.7,0.6,2.2,0.072,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/ANA/1968.html,ANA,1967-1968
7,John Fairchild,24,62,1311,15,0.479,0.006,0.323,NA,NA,11.1,7.5,NA,NA,12.7,22.3,NA,1.3,0.4,1.7,0.061,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/ANA/1968.html,ANA,1967-1968
8,Steve Kramer,23,50,1140,13.3,0.497,0.01,0.332,NA,NA,6.6,11.4,NA,NA,14.4,21.1,NA,1.6,0.3,1.9,0.082,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/ANA/1968.html,ANA,1967-1968
9,Bill Allen,NA,38,857,11.9,0.464,0.007,0.354,NA,NA,13.7,3.8,NA,NA,10.5,15.2,NA,0.3,0.3,0.6,0.033,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/ANA/1968.html,ANA,1967-1968
10,Jeff Congdon,24,23,622,7,0.441,0.113,0.183,NA,NA,5.1,16.7,NA,NA,23.1,17.4,NA,0,0.2,0.2,0.016,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/ANA/1968.html,ANA,1967-1968
